entropy_rate,label,lens
0.581216093598622,1,119296
0.41952005879756,1,103850
0.3642251144805976,1,117324
0.4647743498411901,1,113839
0.2212641780726252,1,114752
0.7416679897042618,1,119336
0.4308154336146477,1,114160
0.5059627043722142,1,115457
0.4590610819956397,1,114226
0.3593892760947822,1,115497
0.5424104528682282,1,116525
0.3748824294347475,1,116060
0.3597476286391376,1,115795
0.4703762438435261,1,116106
0.3847920827825571,1,115488
0.8395290006474957,1,116302
0.2759236912363494,1,114958
0.6177287702692182,1,119680
0.4582248700992731,1,120576
0.4351914294952683,1,120526
0.3354272646471768,1,113156
0.7016583030293005,1,116134
0.2472587702604787,1,116307
0.3399013200130971,1,114365
0.5625928614352932,1,115687
0.3222782805206391,1,114347
0.5006119979475431,1,115453
0.3921105007249954,1,110741
0.7181271213369388,1,116023
0.6512456400196021,1,105888
0.1624449060787945,1,110850
0.5140072627370426,1,117965
0.3966491542722486,1,116088
0.4984640915871347,1,117905
0.4854508286178881,1,114318
0.4161877009135913,1,117639
0.2784686679007576,1,117052
0.439216640385196,1,118007
0.5015220574810213,1,115175
0.3458489269066331,1,115306
0.5584536733584707,1,115206
0.6648435007580414,1,118004
0.5572922855476883,1,119224
0.4066051533703788,1,94195
0.5104544786216675,1,115522
0.5484340945954727,1,117528
0.3995498443444043,1,117020
0.4187413642508243,1,115645
0.347994186697795,1,116508
0.5091370584815044,1,115356
0.5408535833399533,1,113585
0.4480224698997391,1,113801
0.5307148413262766,1,114928
0.4562887732102263,1,117083
0.5013545683160003,1,116782
0.6635491797842118,1,118533
0.4888054333716467,1,118480
0.4717373274874727,1,116131
0.2473743459930627,1,116391
0.5903969564066446,1,116065
0.5558886528620031,1,119150
0.3353084895433539,1,115614
0.2362556745956204,1,116806
0.4329268044442621,1,114772
0.2946913617828514,1,114729
0.3617614298807346,1,114951
0.3320002697676094,1,116297
0.4763262199799915,1,117125
0.2681741893937477,1,117035
0.2172455548989314,1,114218
0.3234565682247144,1,112928
0.6575155580010226,1,118352
0.4633580053567339,1,120734
0.4798626745782167,1,117570
0.4183569389184795,1,114342
0.4371764497152801,1,115554
0.6072539973224119,1,116503
0.361523376462195,1,115797
0.3505455465637772,1,114171
0.2465483048841427,1,116701
0.3771049953558451,1,117338
0.357194751722644,1,117791
0.4168098417147516,1,119920
0.3708397252613342,1,118136
0.308800579625771,1,116852
0.3377620232950295,1,115869
0.3836590194387621,1,115966
0.4427590407129887,1,115727
0.3480874881151847,1,114374
0.5473624798210408,1,118629
0.3825629267338361,1,113415
0.2840883684509788,1,115261
0.3240302534283262,1,113945
0.2470691800735549,1,115687
0.4123989766322197,1,113102
0.1493118053041647,1,113816
0.268204024547496,1,115685
0.6509778191806803,1,120079
0.18708992118504,1,158903
0.31667811802085,1,139393
0.322771773339516,1,115716
0.132799917032608,1,164747
0.348530375619118,1,135184
0.187114855804683,1,136107
0.352555713922724,1,184963
0.391583973690955,1,125591
0.594468831521441,1,199908
0.137547909214273,1,152967
0.272128925477513,1,190939
0.445430246866797,1,173083
0.446128183646836,1,185968
0.599664675310305,1,128172
0.331684201888119,1,152941
0.272511043432054,1,165713
0.362553201354125,1,143443
0.327242273124637,1,153194
0.534980043888999,1,142317
0.36107159535267,1,188865
0.171559670626756,1,150932
0.274358703870415,1,141166
0.497437696386417,1,140288
0.168804625635039,1,121600
0.214746535472408,1,173430
0.281115553754775,1,169892
0.421453780844073,1,154657
0.220759975926798,1,176136
0.199367976511059,1,149195
0.457317147549978,1,155900
0.353303633496182,1,150696
0.402442683746806,1,139258
0.337823127816602,1,148001
0.180833165370733,1,140725
0.309586946552756,1,191604
0.295154981522089,1,143994
0.335770107620894,1,168615
0.180292621679563,1,190312
0.232493103710683,1,190042
0.234501417273258,1,139806
0.243539572018469,1,137763
0.223434493078959,1,163290
0.336239572102684,1,176523
0.200120266942932,1,199975
0.697698972708558,1,168561
0.17711310301647,1,178022
0.479721474565621,1,159291
0.104547377425436,1,169447
0.466241160178247,1,147579
0.250543491720128,1,151947
0.285542758661787,1,130114
0.163026610140649,1,128882
0.362284689624197,1,177919
0.400603191368533,1,129509
0.232274195772686,1,161806
0.28849218972687,1,166957
0.156795850084099,1,197256
0.22634122460953,1,149252
0.303938787893937,1,180027
0.347524804458609,1,154221
0.217379722746146,1,135694
0.252164686477861,1,168813
0.22685690720171,1,156493
0.536026664450805,1,149937
0.237113310457481,1,153575
0.169904944746398,1,142668
0.157936896701544,1,192143
0.553485806834483,1,150375
0.22727870397204,1,151235
0.335083431246738,1,172028
0.264075840033859,1,172349
0.515149273633537,1,152620
